usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-ef08b7,S-b18409,2023-01-11,feature_17,11,1925,1,False
U-f2ecda,S-d507da,2023-12-25,feature_20,7,1057,2,False
U-deb4f1,S-3ce79c,2024-08-02,feature_34,12,6000,0,False
U-9b30b6,S-984423,2023-09-15,feature_11,7,2254,0,False
U-8142f6,S-7f8cd8,2024-04-27,feature_1,11,264,0,False
U-cf3cce,S-ebbda6,2023-05-15,feature_30,12,3984,3,False
U-c099e8,S-5ae105,2023-08-21,feature_10,9,5247,0,False
U-84e73c,S-c1c645,2023-06-15,feature_38,6,660,4,False
U-9cdb2e,S-61fa27,2024-10-23,feature_29,3,270,1,False
U-e89cb2,S-6cafdf,2023-11-14,feature_12,15,4665,1,False
U-458c1e,S-67b7bf,2024-04-23,feature_16,15,6390,0,False
U-03e9d0,S-704195,2024-01-30,feature_9,8,2872,0,False
U-ef8a93,S-1f15a2,2024-05-22,feature_11,11,4290,0,False
U-b1715d,S-8b00ff,2024-11-23,feature_3,9,1485,0,False
U-606e37,S-9b5676,2023-02-18,feature_15,7,1967,2,False
U-53a62b,S-b362a5,2023-02-21,feature_2,6,336,0,False
U-7b9c4d,S-891976,2023-10-21,feature_1,13,936,1,False
U-2bee62,S-2ee7ec,2024-05-04,feature_27,9,1215,0,False
U-0c8b1a,S-10f143,2023-06-07,feature_3,12,2772,0,True
U-c851a6,S-b2c291,2024-09-05,feature_15,13,767,2,False
U-c1f36d,S-9d8ac4,2023-03-28,feature_18,9,585,0,False
U-ac9faa,S-f15008,2024-03-07,feature_37,16,288,2,False
U-1c20ec,S-367dee,2024-10-11,feature_5,16,8624,0,False
U-24c010,S-c48d0d,2024-05-03,feature_6,11,4026,0,False
U-4822fb,S-3503b4,2024-03-17,feature_11,3,939,2,False
U-3a5200,S-09cdac,2023-02-13,feature_13,12,1812,0,False
U-6ccf83,S-611bf8,2024-07-30,feature_2,14,8302,0,False
U-dd51fc,S-41023c,2024-12-21,feature_4,11,4917,0,False
U-4d1a16,S-155b3e,2023-09-24,feature_4,7,2065,1,False
U-fdee89,S-a6010b,2024-10-18,feature_16,8,1056,0,False
U-ec21bd,S-330989,2024-11-18,feature_38,10,1920,0,False
U-af9fe4,S-2c53ad,2024-12-11,feature_15,8,2776,0,False
U-71c86f,S-4781b1,2023-07-22,feature_16,7,3696,1,False
U-8dfec5,S-4704e5,2023-08-24,feature_28,7,2254,0,False
U-6723e3,S-cce34b,2023-02-19,feature_9,13,3367,0,False
U-6aa2cf,S-3b5031,2024-02-07,feature_20,7,539,2,False
U-b9bd4d,S-871e83,2024-08-30,feature_40,13,2145,1,False
U-a3b668,S-43b6e9,2023-08-27,feature_33,10,410,0,False
U-756465,S-c37ee1,2024-06-13,feature_5,14,1372,0,False
U-25c99b,S-1d5f4e,2023-12-20,feature_2,10,3620,0,False
U-5cc1a3,S-aea1bf,2024-05-23,feature_8,13,5278,0,False
U-f5f6d7,S-b4c914,2023-10-12,feature_27,10,2560,0,False
U-5b6517,S-a44d72,2024-03-16,feature_8,13,5525,4,False
U-acbe28,S-c25e9d,2023-03-18,feature_35,8,3024,0,False
U-3122d3,S-a96f6c,2023-02-15,feature_6,7,2072,1,False
U-803340,S-38bf32,2023-04-09,feature_4,8,1808,3,False
U-75d909,S-74bda1,2023-06-02,feature_32,16,8480,0,True
U-c845fd,S-56ed05,2024-02-05,feature_8,6,2400,0,False
U-c97888,S-45ab1a,2024-09-02,feature_3,15,5445,1,False
U-1905c7,S-222167,2024-01-25,feature_31,9,1665,0,False
U-7ea1ff,S-ab152e,2024-05-14,feature_11,9,54,4,False
U-26b356,S-046595,2023-04-25,feature_19,10,4630,1,False
U-946b4c,S-0d391c,2024-10-09,feature_13,9,4266,0,False
U-273a0c,S-b3c4b8,2024-06-30,feature_15,11,605,0,False
U-55855b,S-615915,2024-09-10,feature_29,5,2685,0,False
U-54ba4e,S-c59d50,2024-09-14,feature_36,13,2782,0,False
U-4dc70d,S-e51242,2024-03-21,feature_25,14,7616,0,False
U-0855c0,S-a0c517,2023-03-28,feature_28,8,2528,0,False
U-97ecf5,S-59c612,2023-09-12,feature_6,13,6760,1,False
U-bf68be,S-6100a4,2024-05-22,feature_36,11,5467,0,False
U-128cee,S-3110d9,2024-08-27,feature_3,9,4716,1,False
U-b6f666,S-2d3434,2023-08-31,feature_34,8,4216,0,True
U-e28aed,S-8f181e,2023-01-19,feature_32,10,2890,0,False
U-dd70c8,S-e09e04,2024-01-22,feature_11,12,1836,0,False
U-5cdfb5,S-ad45ea,2023-10-21,feature_3,9,3474,0,False
U-c1305d,S-91419b,2024-01-04,feature_6,13,4966,0,False
U-ad7df9,S-c7f25a,2024-07-31,feature_3,17,4641,0,False
U-471963,S-f42cc4,2023-01-16,feature_10,13,2184,0,False
U-ba98b3,S-198dbe,2024-07-03,feature_35,13,5291,0,False
U-190402,S-cf72c8,2023-03-14,feature_16,13,6201,0,False
U-048466,S-22365f,2023-01-26,feature_17,17,7990,0,False
U-745cae,S-c01d79,2024-01-23,feature_39,14,2114,0,False
U-bc106f,S-d933e7,2024-05-12,feature_27,7,4046,0,False
U-afb1c3,S-6c969d,2023-12-17,feature_6,8,1936,0,False
U-19ab74,S-ad1e4a,2024-04-06,feature_3,9,4671,1,False
U-1ae5c4,S-95cf94,2023-10-31,feature_33,17,8058,0,False
U-4f25f0,S-1eb467,2023-10-06,feature_21,10,4900,0,False
U-801c98,S-af4059,2024-04-05,feature_17,4,1076,1,False
U-25eee4,S-3b5eb3,2024-09-20,feature_34,7,3255,0,False
U-84d78c,S-1877a6,2023-02-16,feature_23,11,5555,1,False
U-8aba3e,S-a09e70,2023-09-05,feature_6,17,714,0,False
U-06f194,S-799da2,2023-01-28,feature_35,14,5880,0,False
U-060685,S-682d28,2024-02-02,feature_19,9,234,0,False
U-ebd820,S-bbdf5c,2023-03-13,feature_30,7,119,0,False
U-e99160,S-1a20b6,2023-07-22,feature_13,5,210,0,False
U-039bd1,S-ba67a5,2024-06-24,feature_7,17,2006,0,False
U-57f428,S-e6a17a,2024-03-28,feature_7,11,6512,0,False
U-06d6e6,S-28e7bf,2023-02-23,feature_3,13,3757,2,False
U-ed0260,S-615537,2024-08-29,feature_28,8,3704,0,False
U-a7bcea,S-9c19fe,2024-01-19,feature_11,13,3107,1,False
U-8c07d1,S-891976,2023-04-22,feature_31,6,192,0,False
U-034b1b,S-ec56f3,2023-05-20,feature_22,12,360,0,False
U-97c671,S-50815c,2024-03-10,feature_5,12,5160,0,False
U-a7136e,S-872bdd,2024-08-22,feature_30,8,1616,0,False
U-15bb5a,S-efeb9b,2023-09-22,feature_17,8,4248,0,False
U-085eb5,S-a916cb,2023-05-23,feature_6,8,1928,0,False
U-dd44a5,S-a9ec8b,2024-11-01,feature_13,13,7124,1,False
U-67d4df,S-ceb9bd,2024-11-27,feature_36,14,5866,0,False
U-045b74,S-4fdfa3,2023-03-04,feature_17,11,3003,1,False
U-7989fb,S-8048cc,2023-05-08,feature_32,16,7712,1,False
U-bdb9d5,S-bf43b4,2023-05-24,feature_2,9,3825,1,False
U-0b0a9b,S-1acdd2,2023-07-14,feature_27,7,1911,1,False
U-f4e7eb,S-b60208,2024-03-20,feature_18,8,160,0,False
U-5efa71,S-ab63e3,2024-12-31,feature_37,10,2380,0,False
U-fd3628,S-f463d3,2023-06-29,feature_25,6,1506,3,False
U-c3eecf,S-d224a1,2024-09-21,feature_27,13,3484,0,False
U-95a23a,S-ac462f,2024-10-06,feature_28,8,4480,0,False
U-2b885f,S-807f28,2024-06-03,feature_8,9,1107,0,False
U-eaeaf1,S-c1056f,2024-03-12,feature_17,7,203,0,False
U-2bd6fe,S-a3300f,2024-07-29,feature_32,10,4950,0,False
U-a0636c,S-c545c8,2024-11-22,feature_4,9,3618,0,False
U-18c074,S-718116,2023-04-11,feature_10,11,231,0,False
U-b5262f,S-6aa20b,2024-09-29,feature_21,7,2499,0,False
U-e996f6,S-46dfac,2024-04-11,feature_37,7,1435,0,False
U-9b3b88,S-869bba,2023-12-21,feature_5,11,6402,0,False
U-e80442,S-e339fb,2023-02-13,feature_24,10,4120,1,False
U-8c7b9a,S-95aaf8,2023-06-20,feature_17,10,5770,2,False
U-17415d,S-9dcfb5,2023-04-24,feature_3,8,3904,1,False
U-f8a1b0,S-1f93cd,2023-12-28,feature_19,8,4496,0,True
U-b77c52,S-3ce79c,2023-05-17,feature_1,10,700,1,False
U-1656b6,S-d238c2,2023-01-24,feature_36,7,2149,0,False
U-f0d3b0,S-d0af44,2023-08-03,feature_26,3,1017,0,False
U-1162e1,S-14d515,2023-04-28,feature_40,8,2520,0,False
U-8d3041,S-8bbfcd,2023-09-20,feature_9,10,1360,1,False
U-3cd693,S-0ed7be,2023-06-27,feature_14,8,424,2,False
U-e7cc6b,S-8b9deb,2023-02-09,feature_10,11,6006,0,False
U-69b454,S-70d15d,2023-01-03,feature_13,9,2547,1,True
U-80e5c0,S-d2624d,2024-03-08,feature_28,7,2793,0,False
U-5503f9,S-e7e4bd,2023-10-13,feature_17,11,770,0,False
U-9e3294,S-ddad91,2023-02-01,feature_35,13,3887,0,False
U-fb152b,S-f26ae0,2023-11-03,feature_10,9,5391,0,False
U-04066f,S-33e4e2,2024-12-10,feature_11,7,3731,0,False
U-85efb0,S-c75159,2024-08-23,feature_9,12,3684,0,False
U-314fb7,S-0d8293,2024-10-25,feature_29,12,3792,0,False
U-72f8fb,S-d5bf88,2023-12-25,feature_18,8,504,0,True
U-ef07b6,S-bc736c,2024-11-23,feature_13,19,7163,0,False
U-06561c,S-faee8b,2023-06-12,feature_21,14,4648,0,False
U-a41601,S-9fa080,2023-03-26,feature_29,7,2009,0,True
U-5e1c10,S-a74462,2023-09-18,feature_23,21,11571,1,False
U-5cfe3f,S-918151,2023-05-15,feature_12,8,1840,1,False
U-d9a1f1,S-09ada1,2023-12-28,feature_37,10,4210,0,False
U-b1ff0a,S-5fe191,2023-11-25,feature_29,10,5120,0,False
U-a21add,S-af6284,2024-09-13,feature_6,9,1026,0,False
U-d91a9f,S-307b2b,2024-04-04,feature_38,9,5094,0,False
U-e3ff20,S-5c3f50,2024-02-26,feature_10,14,6398,1,False
U-4b5251,S-e98296,2023-01-08,feature_33,9,1845,0,False
U-049890,S-6a9918,2023-04-19,feature_8,10,2570,0,False
U-c34ff7,S-ce932b,2024-09-10,feature_31,11,6556,1,False
U-467b37,S-f15008,2024-12-13,feature_26,14,756,3,False
U-d73d6a,S-87e8d3,2023-08-05,feature_34,15,7530,2,False
U-83a576,S-99efdc,2024-01-10,feature_36,16,8464,0,False
U-92f0a5,S-a09e70,2024-06-08,feature_7,15,8460,0,False
U-66e099,S-4f81c2,2024-04-18,feature_17,9,2898,0,False
U-a7aa5e,S-a2d132,2023-11-01,feature_29,12,4416,0,False
U-fd001d,S-58239c,2023-04-22,feature_26,11,396,0,False
U-30c9db,S-43af5a,2023-09-13,feature_22,8,4784,1,False
U-2174f1,S-255846,2023-08-17,feature_32,8,2736,3,False
U-0d9962,S-b046ad,2024-11-12,feature_36,9,702,0,False
U-879000,S-9de4eb,2024-05-03,feature_34,9,2889,0,False
U-74ce3f,S-307b2b,2023-05-24,feature_9,9,2304,2,False
U-01e276,S-3503cb,2023-06-02,feature_3,14,644,0,False
U-2b2180,S-f421c8,2023-07-19,feature_27,7,2247,0,False
U-1028f1,S-886184,2023-04-06,feature_10,7,3458,0,True
U-073ba6,S-aa20eb,2024-01-09,feature_25,13,4004,0,True
U-7fee24,S-ac462f,2024-11-18,feature_1,13,3471,2,False
U-c65213,S-e98121,2024-01-14,feature_21,15,5295,2,True
U-c3bdfe,S-3b5eb3,2023-12-07,feature_4,12,1608,0,False
U-9f734b,S-23ae3c,2023-08-06,feature_22,8,3544,0,False
U-0fc157,S-7f8cd8,2024-05-26,feature_32,6,3018,0,False
U-c7cb8c,S-c41762,2023-07-16,feature_37,15,1020,0,False
U-dddfb3,S-ceaca8,2024-06-16,feature_12,13,3315,3,False
U-1c8e77,S-615915,2024-08-02,feature_25,12,1800,0,False
U-a0a39d,S-ba67a5,2024-01-19,feature_22,8,224,0,False
U-479d6a,S-09cb75,2023-04-17,feature_30,11,473,0,False
U-cdc307,S-c8d680,2024-10-20,feature_30,14,406,3,False
U-2817e2,S-0334aa,2024-03-22,feature_39,12,5904,2,False
U-4ca7b1,S-834097,2023-04-28,feature_25,13,2483,0,False
U-6331a5,S-e6a17a,2024-07-18,feature_13,10,2480,0,False
U-3877dd,S-fe3b71,2024-05-06,feature_6,9,1512,0,False
U-ea2106,S-f9d635,2023-10-20,feature_40,12,6936,2,True
U-5f3063,S-77ba64,2023-02-24,feature_19,10,2690,0,False
U-d9c568,S-c75159,2024-12-14,feature_39,5,1420,1,False
U-bd06cd,S-fcc241,2023-11-22,feature_31,12,5808,0,False
U-f68890,S-2d3434,2023-02-24,feature_28,1,93,0,False
U-469637,S-e5bed6,2023-06-08,feature_26,5,2695,1,True
U-0f355b,S-381420,2024-02-15,feature_5,6,2346,0,False
U-f93052,S-f0ad87,2024-10-22,feature_34,9,3951,0,False
U-1f9cfb,S-720d62,2023-12-09,feature_25,11,4532,0,False
U-b54c2d,S-c97604,2024-07-24,feature_24,17,4216,2,False
U-449d35,S-11dba6,2024-07-23,feature_2,11,5929,0,False
U-ba2095,S-807d87,2024-05-06,feature_30,6,660,1,False
U-43463f,S-1f149a,2023-08-20,feature_15,16,7024,2,False
U-fc65d2,S-f49f24,2024-08-15,feature_24,14,6412,0,False
U-6fede2,S-886184,2024-01-24,feature_29,13,2080,0,False
U-5787fd,S-2f7250,2023-03-10,feature_6,11,440,1,True
U-020096,S-c8a3f6,2023-01-01,feature_4,8,3880,0,False
U-d7f053,S-d507da,2023-01-29,feature_12,15,255,1,False
U-6cfa4c,S-c7621b,2024-04-07,feature_20,13,3445,0,True
U-9b9684,S-ff1b11,2023-02-10,feature_24,13,1300,0,False
U-f8e327,S-ba67a5,2024-03-09,feature_26,12,7104,0,True
U-50ae99,S-329803,2024-04-03,feature_25,11,6061,0,False
U-b63847,S-f1aa04,2024-11-23,feature_25,12,108,0,False
U-a0f941,S-9dcef8,2024-04-13,feature_20,7,364,0,False
U-23a754,S-d02277,2024-11-21,feature_23,11,5049,0,False
U-b92007,S-e04d93,2023-08-03,feature_12,5,1345,1,False
U-7f1aa4,S-e7e4bd,2023-09-07,feature_21,9,1377,0,False
U-d6b912,S-9464f8,2024-08-28,feature_7,10,1040,1,False
U-4336da,S-7c635b,2024-07-21,feature_21,3,696,5,False
U-732e2a,S-d22ebe,2024-02-26,feature_8,14,7238,5,False
U-07ff8c,S-b5d3cc,2023-02-23,feature_30,11,2288,0,False
U-e93cf1,S-21d0ab,2023-04-17,feature_31,7,3955,0,False
U-ddc86f,S-e8776c,2024-09-28,feature_12,11,4818,0,False
U-335488,S-8b00ff,2024-10-26,feature_40,13,6110,0,False
U-a9ad16,S-1898b3,2024-07-08,feature_34,10,4770,0,False
U-dcd853,S-287914,2024-12-08,feature_22,10,4500,1,False
U-d2b0b6,S-cc80ee,2024-12-13,feature_30,7,2415,0,False
U-f8eb3d,S-eb4b0a,2024-09-10,feature_16,7,3059,2,False
U-a040d5,S-2b2fa8,2024-02-24,feature_36,9,3744,0,False
U-02cc8f,S-afea79,2024-04-21,feature_2,8,3464,0,True
U-8f1d11,S-76c59f,2023-11-20,feature_15,13,1417,0,False
U-3dc3ba,S-049667,2023-02-24,feature_14,12,5460,0,False
U-027ca3,S-f50851,2024-04-12,feature_23,12,5196,0,False
U-44ab2c,S-50c6f5,2024-07-11,feature_12,9,5175,2,False
U-96ab49,S-3cae45,2024-07-06,feature_4,13,5317,0,False
U-bb6f35,S-7ff88c,2024-02-15,feature_25,8,1936,0,False
U-f9828a,S-9c06f8,2024-03-19,feature_21,9,2772,0,False
U-d55482,S-54a3ed,2023-05-23,feature_5,7,1260,3,False
U-c4764e,S-ce61e0,2024-02-04,feature_38,8,4344,0,False
U-ea726a,S-3829dc,2023-02-06,feature_22,12,1944,0,False
U-c7147d,S-333abd,2023-04-04,feature_11,13,2847,0,False
U-5e72e1,S-f17152,2023-05-20,feature_28,7,3913,1,False
U-055475,S-add36b,2023-07-10,feature_31,19,2888,0,False
U-0e78ca,S-8048cc,2024-04-18,feature_25,12,408,0,True
U-fd7ae0,S-4994d6,2023-06-03,feature_1,9,4698,4,False
U-5d8cad,S-983266,2024-04-04,feature_36,10,2360,0,False
U-e273b1,S-c6c2f6,2024-03-24,feature_6,4,48,1,False
U-f5f3e2,S-8a46fe,2024-10-13,feature_9,9,1611,1,False
U-52a43e,S-ccdf41,2023-06-06,feature_22,6,2130,1,False
U-d328d2,S-ab212b,2023-10-25,feature_27,15,8070,1,True
U-0f0547,S-65ec6b,2024-12-18,feature_15,12,7164,4,False
U-cd6da4,S-2c53ad,2024-07-04,feature_5,9,3357,4,False
U-53edfd,S-5b322c,2024-03-07,feature_19,11,4554,2,False
U-31ffe5,S-333abd,2023-08-27,feature_34,7,2835,0,False
U-1d3199,S-fccc09,2023-10-13,feature_33,5,1375,0,False
U-ed9c3a,S-b6e15a,2024-03-07,feature_18,10,370,0,False
U-c59104,S-3cae45,2024-02-27,feature_2,9,5157,0,False
U-6dc763,S-673c51,2024-08-12,feature_33,6,204,0,False
U-4ea803,S-42d724,2024-01-20,feature_10,7,3934,1,False
U-9a1ca0,S-c14eeb,2023-03-19,feature_3,7,3906,4,False
U-20b637,S-69b070,2024-04-18,feature_38,14,4298,1,False
U-604752,S-0144ac,2024-09-18,feature_37,9,3456,0,False
U-3b829d,S-d66d63,2024-01-19,feature_32,9,2763,0,False
U-a4089f,S-3110d9,2023-11-24,feature_10,13,858,0,False
U-796ab3,S-b86304,2024-09-29,feature_17,13,6227,0,False
U-88a2d7,S-2fcf09,2023-11-04,feature_4,6,1188,0,False
U-7238cf,S-f2f40c,2024-11-30,feature_16,3,543,0,False
U-462ef8,S-e77b1e,2023-12-29,feature_31,10,5900,0,True
U-b2d8be,S-cc3f3d,2023-02-21,feature_36,15,8445,0,False
U-dc2c8c,S-0d6ea4,2023-11-25,feature_26,14,8120,1,False
U-32834c,S-07a006,2024-03-17,feature_26,12,6060,1,False
U-143590,S-ca454e,2023-11-04,feature_5,4,2000,0,False
U-1c33dd,S-b21a0b,2023-01-12,feature_14,8,4528,0,True
U-991484,S-d0af44,2023-01-29,feature_32,9,747,0,False
U-0e1014,S-ad02b5,2023-03-01,feature_32,8,3752,0,False
U-41bbf2,S-2db458,2023-02-01,feature_13,8,4736,0,False
U-77a1c3,S-25ee09,2024-04-17,feature_2,15,270,0,False
U-6cf125,S-327a60,2024-08-31,feature_39,6,1752,0,False
U-04d987,S-4a0cb3,2023-09-09,feature_9,9,2322,0,False
U-ae3322,S-ceaca8,2024-05-19,feature_7,14,4620,0,False
U-232287,S-66106d,2024-03-06,feature_13,11,2860,0,True
U-2b7121,S-752e61,2023-10-28,feature_19,8,4472,0,False
U-416409,S-3a897f,2024-04-24,feature_22,12,120,2,False
U-a8f104,S-e7e4bd,2024-07-17,feature_22,9,2565,3,False
U-ac09b0,S-af4059,2023-11-15,feature_34,18,3132,3,False
U-0ecba4,S-62b93c,2024-03-14,feature_32,19,10640,0,True
U-336ea9,S-ef3aa2,2023-07-31,feature_36,13,6565,0,False
U-5a0512,S-c5a75d,2024-02-10,feature_37,6,1212,2,True
U-255942,S-8324d4,2023-09-22,feature_16,8,3408,0,False
U-177a1f,S-cccce3,2024-03-25,feature_24,9,4824,0,False
U-409951,S-8317da,2024-03-17,feature_31,10,2770,3,False
U-e17e29,S-da0a69,2024-06-09,feature_7,14,1652,1,False
U-27ac7b,S-cce34b,2023-01-23,feature_22,9,3186,0,False
U-bd71ff,S-4df118,2023-09-10,feature_25,9,4707,0,False
U-c5f33e,S-1cebf9,2023-10-01,feature_2,5,1040,1,False
U-2ebf8b,S-1319ac,2023-12-13,feature_37,6,2202,0,False
U-43f58c,S-11b2c6,2024-03-10,feature_2,10,140,1,False
U-b143c5,S-70d15d,2023-01-08,feature_6,7,693,0,False
U-f4eb1b,S-096835,2023-06-03,feature_15,9,4860,0,False
U-bf2143,S-da8d5f,2024-12-08,feature_7,16,7360,0,False
U-0a89a2,S-765a5f,2024-01-12,feature_4,14,8386,0,False
U-30b244,S-4a0cb3,2024-08-10,feature_6,11,4631,0,False
U-d3479c,S-3c1038,2023-11-09,feature_12,11,4048,2,False
U-31b947,S-b2409c,2023-03-28,feature_31,14,5138,0,False
U-01c867,S-10a1b5,2024-11-09,feature_19,11,3641,0,False
U-a6b2a7,S-605115,2023-07-08,feature_15,11,3575,0,False
U-21c7b4,S-62fb8e,2024-07-26,feature_19,8,776,0,False
U-681f88,S-084930,2024-07-27,feature_9,9,639,0,False
U-0a129f,S-fcc241,2023-05-03,feature_5,11,3432,0,False
U-9c0fe4,S-5f2554,2024-12-28,feature_12,11,2761,0,False
U-8fb9e4,S-c796c1,2024-11-16,feature_31,7,2128,0,False
U-446ccc,S-510e07,2024-11-21,feature_32,7,3318,0,False
U-89a62c,S-7e2e5c,2023-06-26,feature_22,4,408,0,False
U-9a7c4d,S-983266,2024-08-08,feature_38,16,1056,0,True
U-8212d3,S-497428,2024-08-16,feature_15,10,1730,0,False
U-990f5f,S-3cc163,2024-05-25,feature_3,10,5890,0,False
U-64b3ca,S-4e563b,2023-08-29,feature_18,12,6252,2,False
U-c5f7cd,S-5e8d9f,2024-08-31,feature_10,12,5400,0,False
U-4db16a,S-da2f0b,2023-11-08,feature_35,16,7280,0,False
U-0f02c3,S-1712e6,2024-12-01,feature_12,9,3816,0,False
U-1ebf58,S-bc0806,2023-03-02,feature_31,14,4172,0,False
U-bf6d36,S-5e558a,2024-04-02,feature_38,13,3666,0,False
U-818f3b,S-2aafa6,2023-05-16,feature_10,9,603,0,False
U-24b83a,S-b89305,2024-03-23,feature_12,11,4521,1,True
U-55c181,S-620b62,2023-09-22,feature_3,14,5530,1,False
U-19b3fb,S-b8ee76,2023-12-10,feature_6,7,3136,0,False
U-449c00,S-69b070,2023-05-06,feature_9,15,5325,0,False
U-5bdf77,S-2c53ad,2023-07-24,feature_31,13,7709,0,False
U-706d62,S-ac6f24,2023-08-11,feature_17,8,1096,4,False
U-aceb0f,S-5aa854,2024-12-16,feature_4,10,120,0,False
U-26d25f,S-d1f7ad,2024-12-10,feature_38,7,2268,0,False
U-9e9ed1,S-bdd4c5,2023-07-29,feature_29,12,192,3,False
U-4258b1,S-59fe1d,2023-07-22,feature_13,11,2673,1,False
U-7a2630,S-e3dff3,2024-10-23,feature_32,14,7910,0,False
U-bb6e45,S-4bfe7b,2024-10-06,feature_29,9,1863,0,False
U-cb0d6c,S-07ace5,2024-06-22,feature_36,8,1784,0,False
U-95bc6e,S-ce932b,2023-02-08,feature_15,10,4720,1,False
U-a4e7f8,S-5a4fb5,2023-03-24,feature_24,12,336,0,False
U-d5d1de,S-e7416c,2023-06-18,feature_7,10,5270,1,False
U-f812ef,S-22778a,2024-08-18,feature_27,7,2506,1,False
U-6fd97c,S-7e5af5,2023-03-24,feature_2,10,1350,0,False
U-1dbe64,S-e1d553,2024-02-17,feature_30,9,2097,0,False
U-d3c79f,S-d92159,2023-11-01,feature_37,7,4165,0,False
U-735c91,S-398291,2024-03-14,feature_16,14,2100,0,False
U-d24ea6,S-510e07,2024-08-20,feature_23,12,1152,0,True
U-6f3280,S-3128b4,2023-12-27,feature_37,8,3320,0,False
U-214c62,S-a5d949,2024-02-29,feature_24,11,4950,1,False
U-fe1607,S-61e53d,2023-02-24,feature_10,12,1176,0,False
U-9888fc,S-19cb09,2024-11-14,feature_26,10,100,1,False
U-d1ee5b,S-b6c0a0,2024-08-17,feature_8,12,468,0,True
U-4c27aa,S-58b1a2,2023-01-11,feature_20,10,5660,0,False
U-e3dd22,S-918151,2023-11-08,feature_29,11,6336,3,False
U-c71b2d,S-b48787,2023-11-07,feature_29,16,7328,0,False
U-3b32a8,S-2557d9,2023-02-16,feature_33,10,5890,0,False
U-dce7ff,S-544f34,2024-04-07,feature_5,9,90,1,False
U-84a57a,S-75fe32,2023-11-14,feature_27,16,4832,0,False
U-07e628,S-f0e458,2024-03-16,feature_38,12,1560,0,True
U-7860b5,S-1e83a6,2023-11-06,feature_8,6,1956,0,False
U-23b05c,S-a0ba0c,2023-08-17,feature_33,9,2934,2,False
U-c9667e,S-f9d635,2023-01-01,feature_2,4,704,1,False
U-5cf1b7,S-b805b2,2023-12-13,feature_31,7,1414,0,False
U-a31444,S-c7f25a,2023-01-12,feature_7,8,288,0,False
U-012d1d,S-e9b437,2023-04-29,feature_13,15,6225,0,False
U-53360c,S-56886a,2024-08-20,feature_33,13,6656,0,False
U-0a877e,S-3ab534,2023-08-15,feature_8,13,3848,0,False
U-a43808,S-3b5031,2024-09-06,feature_28,6,3438,0,False
U-0fa309,S-29ccb8,2024-12-18,feature_39,9,1008,0,False
U-84da66,S-51d8db,2024-08-19,feature_25,6,690,0,False
U-ac5dd9,S-1f15a2,2023-05-06,feature_26,6,1710,0,False
U-9744b5,S-94d88f,2023-10-28,feature_25,10,5360,0,False
U-2c001b,S-9e450b,2023-01-09,feature_13,8,2560,0,False
U-06ff82,S-7077ab,2024-06-18,feature_9,11,3091,0,False
U-c8e01f,S-983266,2024-10-28,feature_3,17,2244,0,False
U-dc4f6a,S-fae334,2024-01-14,feature_25,10,1660,0,True
U-a6130d,S-48ce17,2023-07-31,feature_6,6,936,0,False
U-716280,S-31178d,2023-06-01,feature_18,7,1316,2,False
U-c68894,S-209456,2023-12-05,feature_13,12,1128,0,False
U-44bf99,S-307b2b,2023-05-02,feature_33,7,1981,0,False
U-bced92,S-4a0cb3,2023-03-29,feature_10,15,8955,0,False
U-65a011,S-704cf3,2023-09-22,feature_15,10,1160,0,False
U-3b92b2,S-d933e7,2023-02-16,feature_10,5,515,0,False
U-2bba31,S-2ee7ec,2023-04-05,feature_14,9,4572,0,False
U-5833fe,S-bbff6f,2023-04-22,feature_1,11,528,0,False
U-4614f9,S-3d0e5c,2023-07-27,feature_21,11,1364,0,False
U-d595ed,S-65071f,2024-04-22,feature_34,10,5750,0,False
U-4574ef,S-9f2386,2023-09-13,feature_17,12,4188,0,False
U-3abe87,S-b9ff15,2023-09-26,feature_29,11,4521,0,False
U-87b7a6,S-e052d8,2024-06-29,feature_9,1,558,2,True
U-c5e583,S-0896f4,2024-04-02,feature_6,8,1096,0,False
U-a864cb,S-779baa,2024-11-30,feature_24,10,2370,0,False
U-b2c866,S-b8ee76,2023-09-06,feature_18,5,2995,0,False
U-dec2e7,S-caca4f,2023-11-05,feature_39,7,3591,1,False
U-eae191,S-108282,2024-01-11,feature_37,12,1944,1,False
U-afef3b,S-650c13,2023-08-08,feature_8,18,3042,0,False
U-98740a,S-ed75af,2023-11-16,feature_34,6,1368,0,False
U-ff311e,S-5fe3e5,2024-07-22,feature_30,8,2576,0,False
U-0ee87e,S-d44108,2023-05-04,feature_12,6,3336,0,False
U-85a3e9,S-7e8bd4,2023-07-30,feature_13,8,128,0,False
U-f34745,S-d66d63,2024-01-04,feature_38,19,8474,4,False
U-3e1fc2,S-dcf449,2024-07-10,feature_23,11,2662,0,False
U-3e046c,S-2a6e4a,2023-05-02,feature_2,5,2015,4,False
U-f04ca1,S-d5bf88,2024-04-23,feature_36,11,1045,0,False
U-dd06e1,S-628884,2024-10-02,feature_34,7,714,0,False
U-a55161,S-1c06f3,2023-12-25,feature_24,13,7410,0,False
U-feb818,S-cce34b,2024-04-17,feature_28,6,3222,0,False
U-aa7c1d,S-a7da97,2023-12-21,feature_15,8,4584,1,False
U-5e6da1,S-fc8463,2023-11-12,feature_34,7,35,0,False
