subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,days_overdue
S-82eb3e,A-49b828,2024-07-18,,Enterprise,6,1194,14328,False,False,False,False,annual,False,0
S-29b014,A-a1b80b,2024-07-15,,Pro,36,1764,21168,False,False,False,False,annual,True,0
S-da0fb6,A-d77f4c,2024-07-04,,Enterprise,55,10945,131340,False,False,False,False,monthly,True,0
S-15a058,A-9208f0,2023-09-29,2024-04-03,Pro,2,98,1176,False,False,False,True,monthly,True,0
S-67474a,A-7d514c,2024-06-13,,Pro,17,833,9996,False,False,False,False,monthly,True,0
S-62af97,A-05f0e5,2023-06-30,,Pro,46,2254,27048,False,False,False,False,annual,False,0
S-a96f6c,A-b30291,2024-10-23,,Pro,13,0,0,True,False,False,False,monthly,True,0
S-851743,A-443b7c,2024-10-27,,Pro,13,637,7644,False,True,False,False,monthly,True,0
S-6cafdf,A-6f8ad2,2024-12-27,,Pro,7,343,4116,False,False,False,False,annual,False,0
S-708924,A-7a0d69,2024-09-12,,Basic,22,0,0,True,False,False,False,annual,True,0
S-53f831,A-82861f,2024-07-29,,Basic,41,779,9348,False,False,False,False,monthly,False,0
S-fe0c52,A-6f8ad2,2024-07-22,,Basic,29,0,0,True,False,False,False,monthly,False,0
S-05ef15,A-d42431,2024-10-24,,Basic,35,665,7980,False,False,False,False,monthly,True,0
S-dc7143,A-3ce5b8,2024-04-28,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,0
S-de543d,A-1e50e0,2023-04-25,2024-01-13,Enterprise,19,0,0,True,False,False,True,annual,True,0
S-25a969,A-c9bb3e,2024-06-02,,Basic,15,285,3420,False,False,False,False,annual,True,0
S-f1aa04,A-7f4db3,2023-07-24,,Pro,7,343,4116,False,False,False,False,monthly,True,0
S-ca0eb1,A-6e08f3,2023-07-25,,Enterprise,24,0,0,True,False,False,False,monthly,True,0
S-a4b1af,A-17939a,2024-12-26,,Enterprise,13,2587,31044,False,False,False,False,monthly,True,0
S-108282,A-49b828,2024-03-26,,Pro,30,1470,17640,False,False,False,False,annual,True,0
S-c4a98e,A-ced9aa,2024-12-16,,Enterprise,5,995,11940,False,False,False,False,monthly,True,0
S-c8fd93,A-0354fe,2024-11-16,2024-11-20,Basic,34,646,7752,False,True,False,True,monthly,True,0
S-f60667,A-b7ef83,2024-09-18,,Enterprise,5,995,11940,False,True,False,False,annual,True,0
S-ed75af,A-1f0636,2024-06-09,,Pro,105,5145,61740,False,True,False,False,monthly,True,0
S-f5c7b2,A-f44180,2023-03-25,,Enterprise,9,1791,21492,False,False,False,False,annual,True,0
S-9225ac,A-eafc6e,2024-09-28,,Pro,31,0,0,True,False,False,False,annual,True,0
S-a332ba,A-69b156,2024-04-15,2024-07-09,Pro,7,343,4116,False,False,False,True,annual,False,0
S-31090f,A-328bd0,2024-08-20,,Basic,18,342,4104,False,False,False,False,monthly,False,0
S-bfc0f8,A-7cfe77,2024-08-10,,Basic,69,1311,15732,False,False,False,False,monthly,True,0
S-90525e,A-ed510f,2024-04-21,,Enterprise,42,8358,100296,False,False,False,False,annual,True,0
S-18e3a5,A-c43359,2024-11-25,2024-11-28,Basic,38,722,8664,False,False,False,True,annual,True,0
S-bf304b,A-89ee83,2024-12-27,,Enterprise,18,3582,42984,False,False,False,False,monthly,True,0
S-b22602,A-b9f5b1,2024-05-04,2024-09-29,Enterprise,39,0,0,True,False,False,True,annual,True,0
S-779baa,A-eafc6e,2024-10-30,,Basic,30,0,0,True,False,False,False,monthly,True,0
S-5c631b,A-b7ef83,2024-07-01,,Enterprise,26,5174,62088,False,False,False,False,annual,False,0
S-d2624d,A-4e0e85,2024-07-19,,Pro,6,294,3528,False,False,False,False,annual,False,0
S-3c1038,A-30b4ca,2024-08-13,,Pro,86,0,0,True,False,False,False,monthly,True,0
S-9a065e,A-92a3af,2024-11-24,,Pro,25,1225,14700,False,False,False,False,monthly,True,0
S-da8d5f,A-55f257,2024-03-06,,Pro,14,686,8232,False,False,False,False,monthly,True,0
S-8cd315,A-c1e51e,2024-11-19,,Enterprise,55,10945,131340,False,False,False,False,monthly,True,0
S-44c9ae,A-f3ff05,2024-11-10,,Basic,2,0,0,True,False,False,False,annual,False,0
S-bb9299,A-7da956,2024-10-16,,Pro,13,0,0,True,False,False,False,annual,True,0
S-9d78e2,A-d3c88e,2024-12-28,,Enterprise,47,9353,112236,False,False,False,False,monthly,True,0
S-cafa84,A-bbc346,2024-09-16,,Enterprise,19,3781,45372,False,False,False,False,annual,True,0
S-44c5dd,A-eb7c38,2024-10-21,,Basic,5,95,1140,False,False,False,False,annual,False,0
S-5c8af8,A-a2485e,2024-11-05,,Pro,10,490,5880,False,False,False,False,monthly,True,0
S-878fe0,A-5a215a,2024-12-10,,Pro,87,4263,51156,False,False,False,False,annual,True,0
S-d4c0a0,A-81edc3,2024-01-25,,Pro,18,882,10584,False,False,False,False,annual,True,0
S-2d62ad,A-dcc2f0,2023-11-29,,Enterprise,15,2985,35820,False,False,False,False,monthly,True,0
S-b4c914,A-bd4513,2024-12-13,,Pro,50,2450,29400,False,True,False,False,monthly,True,0
S-e9e03c,A-e40f45,2024-08-20,,Enterprise,21,4179,50148,False,True,False,False,monthly,True,0
S-48ce17,A-d42431,2024-12-08,,Enterprise,22,4378,52536,False,False,False,False,annual,True,0
S-c51ab8,A-82861f,2024-11-19,,Enterprise,41,8159,97908,False,False,False,False,annual,False,0
S-07ace5,A-71615e,2024-09-21,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,0
S-c97604,A-d77f4c,2024-05-04,,Enterprise,13,2587,31044,False,False,False,False,annual,True,0
S-276d44,A-87aa7b,2024-06-17,,Pro,24,1176,14112,False,False,False,False,monthly,True,0
S-e33883,A-f9cc74,2024-12-22,,Pro,30,0,0,True,False,False,False,monthly,True,0
S-c25e9d,A-cc1d8d,2024-12-17,,Basic,5,95,1140,False,False,False,False,monthly,False,0
S-19b415,A-f446b6,2023-05-28,,Basic,30,570,6840,False,False,False,False,annual,True,0
S-4df6ec,A-c9bb3e,2024-11-02,,Basic,10,190,2280,False,False,False,False,monthly,True,0
S-126e7e,A-0f7d77,2024-12-21,,Enterprise,7,1393,16716,False,False,False,False,monthly,False,0
S-4a8fda,A-e1462e,2024-11-20,,Basic,15,285,3420,False,False,False,False,annual,False,0
S-ccc10f,A-87aa7b,2024-11-19,,Basic,24,456,5472,False,False,False,False,annual,True,0
S-bf43b4,A-6f8ad2,2024-12-04,,Pro,41,2009,24108,False,False,False,False,monthly,True,0
S-413a1d,A-7df7a7,2024-05-25,,Enterprise,7,1393,16716,False,False,True,False,monthly,True,0
S-8451e7,A-82861f,2024-10-04,,Enterprise,41,8159,97908,False,False,False,False,annual,True,0
S-343bab,A-f1f639,2023-08-18,,Enterprise,5,995,11940,False,False,False,False,monthly,True,0
S-b2d7c6,A-c9bb3e,2024-08-20,,Enterprise,28,0,0,True,True,False,False,monthly,True,0
S-b2409c,A-dcc2f0,2024-01-16,,Enterprise,15,2985,35820,False,False,False,False,monthly,True,0
S-a6285f,A-039727,2024-12-08,,Enterprise,30,5970,71640,False,False,False,False,annual,True,0
S-7f15a3,A-53f4e3,2024-12-05,,Enterprise,13,2587,31044,False,False,False,False,annual,True,0
S-a9ec8b,A-e3bd71,2024-02-11,,Enterprise,31,6169,74028,False,False,False,False,monthly,True,0
S-d959d3,A-3b5cd1,2024-12-24,,Enterprise,21,4179,50148,False,False,False,False,annual,True,0
S-a6e444,A-81edc3,2024-11-28,,Enterprise,5,995,11940,False,False,False,False,monthly,False,0
S-b9ea73,A-b30291,2024-04-09,,Basic,5,95,1140,False,False,False,False,monthly,True,0
S-09223a,A-e40f45,2024-06-04,,Basic,21,399,4788,False,False,False,False,monthly,True,0
S-2fcf09,A-d792a6,2024-09-27,,Enterprise,58,0,0,True,False,False,False,monthly,True,0
S-da164e,A-9174e0,2024-12-21,,Pro,37,1813,21756,False,False,False,False,monthly,True,0
S-0b6899,A-313be3,2024-01-31,,Enterprise,47,9353,112236,False,False,False,False,annual,False,0
S-e8776c,A-c222ab,2024-12-12,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,0
S-de9e50,A-67be94,2023-11-21,,Basic,41,779,9348,False,False,False,False,annual,True,0
S-429220,A-18793f,2024-12-29,,Pro,148,7252,87024,False,False,False,False,monthly,True,0
S-5639de,A-eb1312,2024-12-13,,Pro,25,1225,14700,False,False,False,False,annual,True,0
S-4bfe7b,A-9b9fe9,2023-10-16,,Basic,11,0,0,True,False,False,False,monthly,True,0
S-deb65c,A-1f0636,2024-10-30,,Basic,105,1995,23940,False,False,False,False,annual,True,0
S-1f4db5,A-2e3bad,2024-09-29,,Enterprise,61,12139,145668,False,False,False,False,annual,True,0
S-381420,A-42b791,2024-10-25,2024-11-25,Basic,27,513,6156,False,False,False,True,monthly,True,0
S-a82639,A-89ee83,2024-10-25,,Enterprise,40,7960,95520,False,False,False,False,monthly,True,0
S-d11408,A-781cc0,2024-11-30,,Enterprise,12,0,0,True,False,False,False,monthly,True,0
S-7cc0ec,A-a6d261,2024-02-25,,Pro,9,441,5292,False,False,False,False,monthly,False,0
S-557f3e,A-b7ef83,2024-06-20,,Enterprise,13,2587,31044,False,False,False,False,annual,True,0
S-95d1dd,A-c58f49,2024-09-13,,Enterprise,70,13930,167160,False,False,False,False,monthly,True,0
S-0d0202,A-adc1f3,2024-09-04,2024-09-16,Enterprise,50,9950,119400,False,False,False,True,annual,True,0
S-21f8b3,A-7f4db3,2024-09-07,,Enterprise,4,0,0,True,False,False,False,monthly,False,0
S-8faa60,A-328bd0,2023-12-15,2024-01-11,Pro,39,1911,22932,False,False,False,True,monthly,True,0
S-93cd57,A-6f8ad2,2024-08-16,,Enterprise,20,3980,47760,False,False,False,False,annual,True,0
S-ed4c45,A-4e44e8,2024-09-15,2024-09-21,Enterprise,78,15522,186264,False,False,False,True,monthly,True,0
S-3ab534,A-f446b6,2024-01-07,,Enterprise,18,3582,42984,False,False,False,False,annual,False,0
S-9be237,A-a6d261,2024-09-20,,Pro,26,1274,15288,False,False,False,False,annual,True,0
S-021004,A-186a44,2024-07-05,,Basic,20,380,4560,False,False,False,False,monthly,True,0
S-edc542,A-1f0636,2024-04-09,,Enterprise,105,20895,250740,False,False,False,False,annual,True,0
S-1bbdf0,A-781cc0,2024-10-08,,Basic,16,304,3648,False,False,False,False,annual,True,0
S-5b4149,A-df10db,2023-10-23,,Basic,7,133,1596,False,False,False,False,annual,True,0
S-5aacfa,A-f3ff05,2024-10-19,,Enterprise,48,9552,114624,False,False,False,False,annual,True,0
S-69cc68,A-7f4db3,2023-10-12,,Enterprise,7,1393,16716,False,False,False,False,annual,True,0
S-ea2c98,A-1ac5e0,2024-11-30,,Pro,33,1617,19404,False,False,False,False,monthly,True,0
S-28d401,A-d792a6,2023-09-03,2024-03-04,Basic,5,95,1140,False,False,False,True,annual,True,0
S-0d391c,A-f9cc74,2024-12-09,,Enterprise,30,0,0,True,False,False,False,monthly,True,0
S-beaa35,A-781cc0,2024-11-01,,Pro,12,0,0,True,False,False,False,monthly,False,0
S-d44108,A-7c83a1,2024-11-02,,Pro,12,0,0,True,False,False,False,monthly,True,0
S-7d43e0,A-f9cc74,2024-10-12,,Enterprise,30,5970,71640,False,False,False,False,monthly,True,0
S-bff3b5,A-10b8f2,2024-03-22,,Pro,47,2303,27636,False,False,False,False,monthly,False,0
S-f42cc4,A-f44180,2023-04-10,,Enterprise,14,2786,33432,False,False,False,False,annual,True,0
S-22014f,A-0be015,2024-10-21,,Basic,19,361,4332,False,False,False,False,annual,True,0
S-1acdd2,A-7a0d69,2024-10-12,,Enterprise,26,5174,62088,False,False,False,False,monthly,True,0
S-c85167,A-7a0d69,2024-09-16,,Basic,15,285,3420,False,False,False,False,monthly,True,0
S-ab152e,A-3793ee,2024-07-22,,Enterprise,49,9751,117012,False,False,True,False,monthly,True,0
S-dfd629,A-7da956,2024-06-15,,Basic,26,0,0,True,False,False,False,annual,True,0
S-83b2ee,A-7c83a1,2024-06-27,2024-12-04,Enterprise,26,5174,62088,False,False,False,True,monthly,True,0
S-2b4a26,A-66224b,2024-11-20,,Basic,92,0,0,True,False,False,False,annual,False,0
S-704195,A-dfbd31,2024-04-29,,Basic,14,266,3192,False,False,False,False,monthly,True,0
S-b57a5e,A-17939a,2024-12-30,,Basic,20,380,4560,False,False,False,False,annual,True,0
S-b6e15a,A-67be94,2023-09-17,2024-02-18,Enterprise,37,7363,88356,False,False,False,True,monthly,False,0
S-eabdce,A-9208f0,2023-05-15,,Enterprise,14,2786,33432,False,False,False,False,annual,True,0
S-222167,A-c1e51e,2024-12-29,2024-12-31,Basic,41,779,9348,False,False,False,True,annual,True,0
S-0b7de7,A-eb7fac,2024-09-03,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,0
S-2dbf26,A-dfbd31,2023-12-10,,Pro,14,0,0,True,False,False,False,annual,True,0
S-18b808,A-425e76,2024-08-13,,Enterprise,9,1791,21492,False,False,False,False,annual,True,0
S-d90f0a,A-e19ff6,2024-10-23,,Pro,26,1274,15288,False,False,False,False,monthly,False,0
S-7bd2d7,A-9b9fe9,2024-11-28,,Enterprise,50,9950,119400,False,False,False,False,monthly,True,0
S-5f3359,A-9174e0,2024-12-10,,Pro,37,1813,21756,False,False,False,False,annual,True,0
S-9dda85,A-462d45,2024-01-16,2024-05-29,Basic,89,1691,20292,False,False,False,True,annual,False,0
S-834097,A-9badbd,2024-12-03,,Enterprise,5,995,11940,False,False,False,False,annual,True,0
S-caec41,A-55f257,2024-01-24,,Enterprise,23,4577,54924,False,True,False,False,annual,True,0
S-e77b1e,A-296d7c,2024-01-30,,Basic,6,114,1368,False,False,False,False,annual,True,0
S-d841e4,A-a1b80b,2024-06-28,,Enterprise,16,3184,38208,False,True,False,False,annual,True,0
S-e77144,A-49b828,2023-08-09,,Enterprise,25,4975,59700,False,True,False,False,monthly,True,0
S-504683,A-bbc346,2024-11-24,,Enterprise,19,3781,45372,False,False,False,False,annual,True,0
S-f3138f,A-3b5cd1,2024-06-11,,Enterprise,55,0,0,True,True,False,False,annual,True,0
S-134753,A-e83938,2024-02-08,,Enterprise,16,3184,38208,False,True,False,False,monthly,True,0
S-3503b4,A-58b9ff,2024-07-18,,Enterprise,2,398,4776,False,False,False,False,monthly,True,0
S-a06b03,A-9b9fe9,2024-11-19,,Pro,68,3332,39984,False,False,False,False,annual,True,0
S-d81959,A-039727,2024-11-10,,Basic,25,475,5700,False,False,False,False,annual,True,0
S-c77f0c,A-034368,2024-11-29,,Basic,29,551,6612,False,False,False,False,monthly,False,0
S-94cf13,A-8adedc,2024-05-23,,Basic,5,95,1140,False,False,False,False,annual,True,0
S-f039f9,A-7a0d69,2024-12-10,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,0
S-27552b,A-1d5444,2024-07-17,,Pro,24,1176,14112,False,False,False,False,annual,True,0
S-0c56e1,A-6f8ad2,2024-09-27,,Basic,29,551,6612,False,False,False,False,annual,False,0
S-2f8d64,A-ab438f,2024-11-28,,Enterprise,13,2587,31044,False,False,False,False,annual,False,0
S-7501c9,A-94c3cd,2024-11-23,,Pro,32,0,0,True,False,False,False,monthly,True,0
S-718bf5,A-5a3eb9,2024-03-15,,Pro,18,882,10584,False,False,False,False,annual,True,0
S-43cd30,A-8145a0,2024-05-01,,Basic,37,0,0,True,True,False,False,annual,False,0
S-9dcfb5,A-7d514c,2024-09-07,,Enterprise,17,3383,40596,False,False,False,False,annual,True,0
S-1ac1b4,A-ac14bb,2023-10-28,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,0
S-86e226,A-58b9ff,2024-06-17,,Pro,25,0,0,True,False,False,False,monthly,False,0
S-72cf21,A-855a48,2024-01-30,,Enterprise,40,7960,95520,False,False,True,False,annual,False,0
S-ee994a,A-49b828,2024-04-18,,Pro,25,1225,14700,False,False,False,False,monthly,True,0
S-e768f5,A-1ac5e0,2024-11-19,,Enterprise,33,6567,78804,False,False,False,False,annual,True,0
S-6aa20b,A-a6d261,2024-01-11,,Enterprise,9,0,0,True,False,False,False,monthly,True,0
S-6608d9,A-c9bb3e,2024-10-26,,Enterprise,18,3582,42984,False,False,False,False,annual,True,0
S-f5efe4,A-313be3,2023-11-25,,Enterprise,47,0,0,True,False,False,False,annual,True,0
S-a6010b,A-5a92e7,2024-10-14,,Basic,6,0,0,True,False,False,False,monthly,True,0
S-6ca5ab,A-55f257,2024-07-31,,Basic,14,0,0,True,False,False,False,annual,True,0
S-bd5207,A-7cfe77,2024-12-05,,Basic,69,1311,15732,False,False,False,False,annual,True,0
S-f74bdd,A-c16101,2024-09-14,,Enterprise,14,2786,33432,False,False,False,False,annual,True,0
S-ed1026,A-9a532a,2024-09-21,,Enterprise,11,2189,26268,False,False,False,False,annual,True,0
S-814624,A-671f31,2024-12-28,,Enterprise,82,0,0,True,False,True,False,annual,True,0
S-f2d47e,A-6dee43,2024-05-27,,Enterprise,54,0,0,True,False,False,False,monthly,True,0
S-ddb09e,A-cc1d8d,2024-12-10,,Enterprise,8,1592,19104,False,False,False,False,monthly,False,0
S-561e21,A-87aa7b,2024-08-29,,Pro,24,0,0,True,True,False,False,annual,True,0
S-8b1c37,A-acb7f7,2024-03-28,,Pro,32,0,0,True,False,False,False,monthly,False,0
S-8c41e8,A-c16101,2024-09-23,,Basic,16,304,3648,False,True,False,False,annual,True,0
S-e41941,A-aa9511,2024-12-12,,Enterprise,30,5970,71640,False,False,False,False,monthly,False,0
S-4704e5,A-6dee43,2024-03-15,,Basic,3,57,684,False,False,False,False,monthly,True,0
S-2a6e4a,A-17939a,2024-12-30,,Pro,31,1519,18228,False,False,False,False,annual,False,0
S-cc80ee,A-034368,2024-12-12,,Enterprise,23,4577,54924,False,False,False,False,monthly,True,0
S-585c3b,A-cc1d8d,2024-12-13,,Pro,6,0,0,True,False,False,False,annual,True,0
S-2a9676,A-92a3af,2024-07-23,,Pro,25,1225,14700,False,False,False,False,annual,True,0
S-65e38d,A-eb1312,2024-11-11,,Enterprise,25,4975,59700,False,True,False,False,monthly,True,0
S-344c0d,A-87aa7b,2024-10-15,,Enterprise,24,4776,57312,False,False,False,False,annual,True,0
S-cd2085,A-7c83a1,2024-11-10,2024-11-26,Basic,12,228,2736,False,False,True,True,monthly,True,0
S-91419b,A-94c3cd,2024-07-19,,Pro,37,1813,21756,False,False,False,False,annual,False,0
S-a84c82,A-186a44,2023-11-01,,Pro,20,980,11760,False,False,False,False,annual,False,0
S-d224a1,A-42b791,2024-06-11,,Pro,29,1421,17052,False,False,False,False,monthly,True,0
S-a7ea10,A-96e141,2024-08-05,2024-08-17,Basic,15,285,3420,False,False,False,True,annual,True,0
S-b11225,A-7cfe77,2024-11-21,,Pro,69,3381,40572,False,False,False,False,annual,True,0
S-b89305,A-0aaf6e,2024-11-09,,Basic,4,76,912,False,False,False,False,monthly,True,0
S-fbbd54,A-692f18,2024-06-02,,Pro,5,0,0,True,False,False,False,monthly,True,0
S-5c2991,A-94c3cd,2024-01-06,,Enterprise,32,0,0,True,False,False,False,annual,True,0
S-307b2b,A-4e44e8,2024-09-21,2024-10-26,Pro,8,392,4704,False,False,False,True,annual,True,0
S-491216,A-b7ef83,2024-09-16,,Pro,31,1519,18228,False,False,False,False,annual,True,0
S-b2b1b9,A-49b828,2023-10-06,,Enterprise,49,9751,117012,False,True,False,False,annual,True,0
S-0865f1,A-95b24a,2023-12-10,,Basic,38,722,8664,False,False,False,False,annual,True,0
S-446c54,A-296d7c,2024-11-05,,Enterprise,2,398,4776,False,False,False,False,annual,True,0
S-f4caa8,A-9badbd,2024-09-16,2024-10-12,Basic,23,437,5244,False,False,False,True,annual,True,0
S-c555c4,A-bcf87c,2024-12-13,,Enterprise,17,3383,40596,False,False,False,False,monthly,True,0
S-162e73,A-55f257,2024-01-12,,Enterprise,38,0,0,True,False,False,False,annual,True,0
S-cf72c8,A-2e3bad,2024-10-27,,Basic,61,1159,13908,False,False,False,False,annual,True,0
S-921f19,A-eb7c38,2024-09-16,,Pro,39,0,0,True,False,False,False,monthly,True,0
S-0d6ea4,A-f44180,2023-12-27,2024-10-30,Enterprise,9,1791,21492,False,False,False,True,monthly,False,0
S-08f8d3,A-bcf87c,2024-11-27,,Pro,21,1029,12348,False,False,False,False,monthly,True,0
S-a0abcf,A-42b791,2024-12-11,,Pro,14,686,8232,False,False,False,False,annual,False,0
S-3ff7bb,A-10b8f2,2024-08-15,,Basic,47,0,0,True,True,False,False,monthly,True,0
S-67c1d8,A-328bd0,2024-12-18,,Pro,18,882,10584,False,False,True,False,annual,True,0
S-3dc46b,A-5790f4,2024-12-23,,Pro,12,588,7056,False,False,False,False,monthly,False,0
S-c5a75d,A-66224b,2024-12-18,,Pro,92,4508,54096,False,False,False,False,annual,True,0
S-8f2b13,A-034368,2024-10-14,,Enterprise,28,5572,66864,False,False,False,False,annual,True,0
S-4047a8,A-e19ff6,2024-06-01,,Basic,1,19,228,False,False,False,False,monthly,False,0
S-b1d153,A-3793ee,2023-11-23,2024-10-08,Pro,49,2401,28812,False,False,False,True,monthly,True,0
S-515485,A-f3ff05,2024-09-21,,Pro,35,1715,20580,False,False,False,False,monthly,True,0
S-cea51e,A-cc1d8d,2024-12-22,,Enterprise,20,0,0,True,False,False,False,monthly,True,0
S-936e80,A-5a3eb9,2023-09-21,,Pro,18,882,10584,False,False,False,False,annual,True,0
S-1ad030,A-92a3af,2024-09-01,,Enterprise,25,4975,59700,False,False,False,False,annual,False,0
S-83b45d,A-5a92e7,2024-06-27,,Pro,5,0,0,True,False,False,False,annual,True,0
S-709b46,A-ed510f,2023-03-09,,Pro,42,2058,24696,False,False,False,False,annual,False,0
S-05eff5,A-118f1c,2024-12-23,,Basic,32,608,7296,False,False,False,False,monthly,True,0
S-221db6,A-1d5444,2024-09-16,,Pro,24,0,0,True,False,False,False,annual,True,0
S-f690b4,A-dfbd31,2024-12-04,,Pro,35,1715,20580,False,False,True,False,annual,True,0
S-f4dc54,A-eb1312,2024-12-10,,Basic,25,475,5700,False,False,False,False,monthly,True,0
S-f7234f,A-5f7781,2024-08-27,,Pro,85,0,0,True,False,False,False,monthly,False,0
S-5da6e7,A-5a215a,2024-07-29,2024-09-19,Pro,87,4263,51156,False,False,False,True,annual,True,0
S-3c9115,A-9badbd,2024-07-01,,Enterprise,30,5970,71640,False,False,False,False,monthly,False,0
S-826d19,A-5790f4,2024-12-26,2024-12-29,Enterprise,8,1592,19104,False,False,False,True,annual,True,0
S-040422,A-463db0,2024-12-28,,Basic,15,285,3420,False,False,False,False,annual,True,0
S-166024,A-443b7c,2024-10-20,,Basic,24,456,5472,False,False,False,False,monthly,True,0
S-5488ba,A-d3c88e,2024-12-13,,Enterprise,16,3184,38208,False,False,False,False,annual,True,0
S-d5ce9f,A-acb7f7,2024-02-20,,Basic,39,741,8892,False,False,False,False,monthly,True,0
S-b821f4,A-adc1f3,2024-12-21,,Enterprise,5,995,11940,False,False,False,False,monthly,True,0
S-b5d3cc,A-d3c88e,2024-12-29,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,0
S-642365,A-bd4513,2024-12-13,,Basic,50,950,11400,False,False,False,False,annual,True,0
S-4d47e3,A-7f4db3,2023-03-28,2024-06-17,Pro,4,196,2352,False,False,False,True,monthly,True,0
S-650c13,A-692f18,2024-08-06,,Basic,6,114,1368,False,False,False,False,monthly,True,0
S-a1874c,A-9174e0,2024-12-09,,Pro,37,1813,21756,False,False,False,False,monthly,True,0
S-5a4fb5,A-462d45,2024-02-13,,Pro,13,637,7644,False,True,False,False,annual,True,0
S-4793bb,A-0f7d77,2024-12-08,,Pro,3,147,1764,False,False,False,False,annual,False,0
S-0da8be,A-cc8c8f,2024-07-16,2024-09-05,Basic,23,0,0,True,False,False,True,monthly,True,0
S-330989,A-671f31,2024-11-27,,Pro,59,2891,34692,False,False,False,False,annual,True,0
S-2632a2,A-5a3eb9,2024-03-15,,Basic,18,342,4104,False,False,True,False,annual,True,0
S-132103,A-a2485e,2024-08-08,,Pro,9,441,5292,False,False,False,False,monthly,True,0
S-53361d,A-1ac5e0,2024-12-30,,Enterprise,33,0,0,True,False,False,False,monthly,False,0
S-3fb8f4,A-118f1c,2024-12-28,,Enterprise,32,6368,76416,False,False,False,False,annual,False,0
S-5fb9ab,A-7f6b86,2024-10-27,,Enterprise,45,0,0,True,False,False,False,annual,False,0
S-e36ccb,A-30b4ca,2024-06-30,,Enterprise,86,17114,205368,False,False,False,False,monthly,True,0
S-6aa72f,A-58b9ff,2024-07-05,,Enterprise,3,0,0,True,False,False,False,annual,False,0
S-a102aa,A-ccc747,2024-06-24,,Pro,37,1813,21756,False,True,False,False,monthly,False,0
S-79c82e,A-40906c,2024-09-11,,Basic,92,1748,20976,False,False,False,False,monthly,True,0
S-af4059,A-acb7f7,2024-01-07,,Enterprise,32,6368,76416,False,False,False,False,annual,True,0
S-0756ce,A-9badbd,2024-10-15,,Pro,77,3773,45276,False,False,False,False,monthly,True,0
S-7c727c,A-adc1f3,2024-08-28,,Enterprise,8,1592,19104,False,False,False,False,annual,False,0
S-1c643d,A-5a92e7,2024-12-11,,Basic,6,114,1368,False,False,False,False,monthly,True,0
S-f9bd62,A-66224b,2024-12-27,,Basic,92,0,0,True,False,False,False,monthly,True,0
S-d7c21d,A-8145a0,2024-12-17,,Basic,15,285,3420,False,False,False,False,monthly,True,0
S-50e9f3,A-adc1f3,2024-08-10,,Enterprise,6,1194,14328,False,False,False,False,annual,True,0
S-0ec1d3,A-86fc1d,2024-08-08,,Pro,56,2744,32928,False,False,False,False,annual,True,0
S-9dbe8c,A-d3c88e,2024-10-27,,Basic,16,0,0,True,False,False,False,monthly,True,0
S-b8a352,A-5f7781,2024-09-07,,Enterprise,22,4378,52536,False,False,False,False,annual,True,0
S-be509c,A-49b828,2023-08-10,,Enterprise,6,0,0,True,False,False,False,annual,True,0
S-07c2c2,A-f1f639,2023-07-03,,Basic,5,95,1140,False,False,False,False,monthly,True,0
S-e60f46,A-eb7fac,2024-03-30,,Enterprise,7,1393,16716,False,False,False,False,annual,True,0
S-87e8d3,A-8145a0,2023-08-07,,Enterprise,4,796,9552,False,False,False,False,monthly,True,0
S-b409d1,A-e98302,2024-01-21,,Pro,18,882,10584,False,False,False,False,annual,True,0
S-fb6734,A-bd4513,2024-11-12,,Enterprise,50,9950,119400,False,False,False,False,annual,True,0
S-8a46fe,A-7d514c,2024-12-05,,Enterprise,17,3383,40596,False,False,False,False,monthly,True,0
S-9fa080,A-c1e51e,2024-12-24,,Enterprise,29,5771,69252,False,True,False,False,monthly,True,0
S-d1b062,A-a6d261,2024-03-07,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,0
S-9ffb31,A-a8d89d,2024-08-24,,Pro,13,637,7644,False,False,False,False,annual,True,0
S-9e2819,A-e43bf7,2024-07-28,,Enterprise,44,8756,105072,False,False,False,False,annual,True,0
S-3e5a20,A-eafc6e,2024-07-17,,Basic,76,1444,17328,False,False,False,False,monthly,False,0
S-51673a,A-5a92e7,2024-12-17,,Pro,9,0,0,True,False,False,False,monthly,True,0
S-4f5eb2,A-781cc0,2024-09-07,,Basic,12,228,2736,False,False,False,False,monthly,False,0
S-ad45ea,A-c1e51e,2024-12-11,,Basic,19,361,4332,False,False,False,False,monthly,True,0
S-8b3331,A-53f4e3,2024-11-28,,Basic,18,342,4104,False,False,False,False,annual,True,0
S-474001,A-adc1f3,2024-12-19,,Pro,2,98,1176,False,False,False,False,annual,False,0
S-4c7591,A-17939a,2024-12-30,,Pro,28,1372,16464,False,False,False,False,monthly,True,0
